# Lote 23 - 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente
De Montfort University | Human Resource Management BA (Hons) | bachelor | Negocios | 3 yrs full-time, 4 yrs with placement | N600 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/human-resource-management-ba-degree/human-resource-management-ba-hons.aspx
De Montfort University | Human Resource Management MA (full time) | maestria | Negocios | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/human-resource-management-ma-full-time/human-resource-management-ma-full-time.aspx
De Montfort University | Humanities research degree MPhil/PhD | doctorado | Artes | no indicada | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/humanities-research-mphil-phd-degree/humanities-research-mphil-phd-degree.aspx
De Montfort University | Illustration with Graphic Design BA (Hons) | bachelor | Diseño | 3 yrs full-time | W221 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/graphic-design-illustration-ba-degree/graphic-design-illustration-ba-degree.aspx
De Montfort University | Information Systems Management MSc/PG Dip/PG Cert | maestria | Tecnología | 12 months (September start), 16 months (January start) | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/information-systems-management/information-systems-management-msc-degree.aspx
De Montfort University | Interior Design BA (Hons) | bachelor | Diseño | 3 yrs full-time, 4 yrs with placement, 6 yrs part-time | W250 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/interior-design-ba-degree/interior-design-ba-degree.aspx
De Montfort University | Interior Design BA (Hons) Online (Apply direct with National Design Academy) (Online) | bachelor | Diseño | no indicada | - | https://www.dmu.ac.uk/study/courses/undergraduate-courses/partners/interior-design-ba-online.aspx
De Montfort University | Interior Design BA (Hons) Top-Up Online (Apply direct with National Design Academy) (Online) | bachelor | Diseño | no indicada | - | https://www.dmu.ac.uk/study/courses/undergraduate-courses/partners/interior-design-ba-hons-top-up-online.aspx
De Montfort University | Interior Design MA | maestria | Diseño | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/interior-design-ma-degree/interior-design-ma-degree.aspx
De Montfort University | Interior Design MA Online (Apply direct with National Design Academy) (Online) | maestria | Diseño | no indicada | - | https://www.dmu.ac.uk/study/courses/undergraduate-courses/partners/interior-design-ma-online.aspx
De Montfort University | International Business BA (Hons) | bachelor | Negocios | 3 yrs full-time, 4 yrs with placement | N578 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/international-business-ba-degree/international-business-ba-hons.aspx
De Montfort University | International Business Management MSc | maestria | Negocios | 12 months (October start), 16 months (February and April starts) | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/international-business-and-management-msc-degree/international-business-and-management-msc.aspx
De Montfort University | International Film Production MA/PG Dip/PG Cert | maestria | Medios y Comunicación | One year full time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/international-film-production/international-film-production-ma-degree.aspx
De Montfort University | International Finance and Business BSc (Hons) | bachelor | Negocios | 12 months | N1N335 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/international-finance-and-business-top-up/international-finance-and-business.aspx
De Montfort University | International Relations MA | maestria | Ciencias Sociales | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/international-relations-ma-degree/international-relations-ma.aspx
De Montfort University | International Tourism and Hospitality Management | bachelor | Negocios | 3 yrs full-time, 4 yrs with placement. 6 yrs part-time | N842 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/international-tourism-and-hospitality-management/international-tourism-hospitality-management.aspx
De Montfort University | International Tourism and Hospitality Management (Level 6 Top-Up) | bachelor | Negocios | 1 yr full-time, 2 yrs part-time | N841 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/ithm-top-up/ithm-top-up-degree.aspx
De Montfort University | Journalism BA (Hons) | bachelor | Medios y Comunicación | 3 yrs full-time, 4 yrs with placement | P500 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/journalism-ba-degree/journalism-ba-degree.aspx
De Montfort University | Law CertHE | pregrado | Derecho | 1 yr full-time | M109 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/law-certhe/law-certhe.aspx
De Montfort University | Law LLB (Hons) | bachelor | Derecho | 3 yrs full-time | M100 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/law-llb-degree/law-llb-hons.aspx
De Montfort University | Learning Disability Nursing BSc (Hons) with NMC registration | bachelor | Enfermería | 3 yrs full-time | B761 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/nursing-with-registration-learning-disability-degree/nursing-with-registration-learning-disability-bsc-hons.aspx
De Montfort University | LLM Criminal Justice | maestria | Derecho | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/llm-criminal-justice/llm-criminal-justice.aspx
De Montfort University | LLM Employment Law and Practice (Distance Learning) (Online) | maestria | Derecho | Two years part-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/employment-law-and-practice-llm-degree/employment-law-and-practice-llm.aspx
De Montfort University | LLM in Legal Professional Practice (SQE Preparation Course) | maestria | Derecho | One year full-time, two years part-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/llm-sqe/llm-sqe.aspx
De Montfort University | LLM International Commercial Law and Practice | maestria | Derecho | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/llm-international-commercial-law-practice/llm-international-commercial-law-practice.aspx
De Montfort University | LLM Medical Law, Ethics and Practice (Distance Learning) (Online) | maestria | Derecho | Two years part-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/llm-medical-law-ethics-and-practice/llm-medical-law-ethics-and-practice.aspx
De Montfort University | LLM Sustainability, Social Justice and Human Rights Law | maestria | Derecho | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/llm-sustainability-social-justice-human-rights/llm-sustainability-social-justice-and-human-rights-law.aspx
De Montfort University | Management, Law and Humanities of Sport MA | maestria | Deporte | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/management-law-and-humanities-of-sport-ma-degree/management-law-and-humanities-of-sport-ma-degree.aspx
De Montfort University | Marketing BA (Hons) | bachelor | Negocios | 3 yrs full-time, 4 yrs with placement | N500 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/marketing-ba-degree/marketing-ba-hons.aspx
De Montfort University | Marketing Management MSc | maestria | Negocios | 12 months (September entry), 16 months (January entry) | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/marketing-management-msc-degree/marketing-management-msc.aspx
De Montfort University | Master of Business Administration MBA (Global) | mba | Negocios | 12 months | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/master-of-business-administration-global-mba/master-of-business-administration-mba-global.aspx
De Montfort University | Masters by Research MA/MSc | maestria | Ciencias | Full-time: 12 months (plus a 3-month Research Completion Period, if required) | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/masters-by-research-mamsc/masters-by-research.aspx
De Montfort University | Masters in Community and Criminal Justice Leadership MA/PG Dip/PG Cert (Online) | maestria | Ciencias Sociales | Two years part-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/community-and-criminal-justice-leadership/community-criminal-justice-leadership.aspx
De Montfort University | Masters of Public Health (MPH) | maestria | Salud | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/public-health-mph/public-health-mph.aspx
De Montfort University | Mechanical Engineering BEng/MEng (Hons) | bachelor | Ingeniería | 3 yrs full-time | H301 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/mechanical-engineering-beng-degree/mechanical-engineering-beng-degree.aspx
De Montfort University | Mechanical Engineering MSc/PG Dip/PG Cert | maestria | Ingeniería | 12 months (September start), 16 months (January start) | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/mechanical-engineering/mechanical-engineering-msc-degree.aspx
De Montfort University | Mechatronics and Robotics BEng/MEng (Hons) | bachelor | Ingeniería | 3 yrs full-time, 4yrs with placement | BEng: HH36 / MEng: H675 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/mechatronics-beng-degree/mechatronics-beng-degree.aspx
De Montfort University | Mechatronics and Robotics MSc/PG Dip/PG Cert | maestria | Ingeniería | 12 months (September start), 16 months (January start) | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/mechatronics/mechatronics-msc-degree.aspx
De Montfort University | Media and Communication BA (Hons) | bachelor | Medios y Comunicación | 3 yrs full-time, 4 yrs with placement | P300 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/media-and-communication-ba-degree/media-and-communication-ba-degree.aspx
De Montfort University | Media Production BSc (Hons) | bachelor | Medios y Comunicación | 3 yrs full-time, 4 yrs with placement | P310 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/media-production-bsc-degree/media-production-bsc-degree.aspx
De Montfort University | Medical Science BMedSci (Hons) | bachelor | Salud | 3 yrs full-time, 4 yrs with placement | B902 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/medical-science-b-med-sci-hons-degree/medical-science-b-med-sci-hons.aspx
De Montfort University | Mental Health and Wellbeing MSc/PG Dip/PG Cert | maestria | Salud | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/mental-health-and-wellbeing/mental-health-and-wellbeing.aspx
De Montfort University | Mental Health Nursing BSc (Hons) with NMC registration | bachelor | Enfermería | 3 yrs full-time | B701 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/nursing-with-registration-mental-health-nursing-degree/nursing-with-registration-mental-health-nursing-bsc-hons.aspx
De Montfort University | Midwifery BSc (Hons) | bachelor | Enfermería | 3 yrs full-time | B720 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/midwifery-bsc-hons-degree/midwifery-bsc-hons.aspx
De Montfort University | Motorsport Advanced Engineering MSc Online (Apply direct with National Motorsport Academy) (Online) | maestria | Ingeniería | Online Part-time | - | https://www.dmu.ac.uk/study/courses/undergraduate-courses/partners/advanced-motorsport-engineering-msc-online.aspx
De Montfort University | Motorsport Engineering BSc (Hons) Online (Apply direct with National Motorsport Academy) (Online) | bachelor | Ingeniería | Online Part-time | - | https://www.dmu.ac.uk/study/courses/undergraduate-courses/partners/motorsport-engineering-bsc-hons-online.aspx
De Montfort University | Motorsport Engineering BSc (Hons) Top-Up Online (Apply direct with National Motorsport Academy) (Online) | bachelor | Ingeniería | Online Part-time | - | https://www.dmu.ac.uk/study/courses/undergraduate-courses/partners/motorsport-engineering-bsc-hons-top-up-online.aspx
De Montfort University | Music Production BSc (Hons) | bachelor | Artes | 3 yrs full-time, 4 yrs with placement | W374 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/music-production-bsc/music-production-bsc.aspx
De Montfort University | Music Technology BA (Hons) | bachelor | Artes | 3 yrs full-time, 4 yrs with placement | W342 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/music-technology-ba/music-technology-ba.aspx
De Montfort University | Music Technology FdSc (Apply direct with Leicester College) | pregrado | Artes | Two years full-time, three years full-time with BSc Music Technology (top-up), four years full-time with placement | - | https://www.dmu.ac.uk/study/courses/undergraduate-courses/music-technology-foundation-degree/music-technology-fdsc-foundation-degree.aspx
De Montfort University | Optometry (MOptom) | bachelor | Salud | 4 yrs full-time | B512 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/optometry/optometry.aspx
De Montfort University | Paramedic Science BSc (Hons) | bachelor | Salud | 3 yrs full-time | B780 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/paramedic-science/paramedic-science-bsc-hons.aspx
De Montfort University | Pharmaceutical and Cosmetic Science BSc (Hons) | bachelor | Farmacia | 3 yrs full-time, 4 yrs with placement | B204 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/pharmaceutical-cosmetic-science-bsc-hons-degree/pharmaceutical-cosmetic-science-bsc.aspx
De Montfort University | Pharmaceutical Biotechnology MSc | maestria | Farmacia | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/pharmaceutical-biotechnology-mscpg-dippg-cert/pharmaceutical-biotechnology.aspx
De Montfort University | Pharmaceutical Quality by Design MSc/PG Dip/PG Cert | maestria | Farmacia | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/pharmaceutical-quality-by-design-mscpg-dippg-cer/pharmaceutical-quality-by-design.aspx
De Montfort University | Pharmaceutical Science BSc (Hons) | bachelor | Farmacia | 1 year full-time | - | https://www.dmu.ac.uk/study/courses/undergraduate-courses/pharmaceutical-science/pharmaceutical-science-bsc.aspx
De Montfort University | Pharmacy MPharm (Hons) | bachelor | Farmacia | 4 years full-time | B230 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/pharmacy-mpharm-hons-degree/pharmacy-mpharm.aspx
De Montfort University | Pharmacy MPharm with Preparatory Year | bachelor | Farmacia | 5 yrs full-time | B231 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/pharmacy-mpharm-year-zero/pharmacy-mpharm-year-zero.aspx
De Montfort University | Photography and Video BA (Hons) | bachelor | Medios y Comunicación | 3 yrs full-time, 4 yrs with placement. 6 yrs part-time | W640 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/photography-ba-degree/photography-ba-degree.aspx
De Montfort University | Physician Associate Studies | maestria | Salud | Two years full-time | BB96 | https://www.dmu.ac.uk/study/courses/postgraduate-courses/physician-associate-studies-msc/physician-associate-studies.aspx
De Montfort University | Politics and International Relations BA (Hons) | bachelor | Ciencias Sociales | 3 yrs full-time | N820 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/politics-and-international-relations-ba-degree/politics-and-international-relations-ba-hons.aspx
De Montfort University | Politics with Education Studies BA (Hons) | bachelor | Educación | 3 yrs full-time | L220 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/politics-and-education-studies/politics-with-education-studies.aspx
De Montfort University | Politics with Mandarin BA (Hons) | bachelor | Ciencias Sociales | 3 yrs full-time | L215 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/politics-with-mandarin/politics-with-mandarin.aspx
De Montfort University | Product Design BA (Hons) | bachelor | Diseño | 3 yrs full-time, 4 yrs with placement | W240 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/product-design-ba-degree/product-design-ba-degree.aspx
De Montfort University | Product Design BSc (Hons) | bachelor | Diseño | 3 yrs full-time, 4 yrs with placement | W242 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/product-design-bsc-degree/product-design-bsc-degree.aspx
De Montfort University | Project Management MSc | maestria | Negocios | 12 months (September entry), 16 months (January entry) | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/project-management-msc-degree/project-management-msc.aspx
De Montfort University | Psychology BSc (Hons) | bachelor | Psicología | 3 yrs full-time, 4 yrs with placement | C800 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/psychology-bsc-hons-degree/psychology-bsc-hons.aspx
De Montfort University | Psychology Conversion MSc (Online) | maestria | Psicología | One year, full time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/psychology-conversion/msc-psychology-conversion.aspx
De Montfort University | Psychology with Criminology BSc (Hons) | bachelor | Psicología | 3 yrs full-time; 4 yrs with placement | C8L3 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/psychology-with-criminology-bsc-hons-degree/psychology-with-criminology-bsc-hons.aspx
De Montfort University | Psychology with Education Studies BSc (Hons) | bachelor | Psicología | 3 yrs full-time; 4 yrs with placement | C8X3 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/psychology-with-education-studies-bsc-hons-degree/psychology-with-education-studies-bsc-hons.aspx
De Montfort University | Psychology with Health and Wellbeing in Society BSc (Hons) | bachelor | Psicología | 3 yrs full-time; 4 yrs with placement | C8B9 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/psychology-with-health-and-wellbeing-in-society-bsc-hons-degree/psychology-with-health-and-wellbeing-in-society-bsc-hons-degree.aspx
De Montfort University | Psychology with Sport Management BSc (Hons) | bachelor | Psicología | 3 yrs full-time; 4 yrs with placement | C905 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/psychology-with-sport-management-bsc/psychology-with-sport-management-bsc-hons.aspx
De Montfort University | Quantity Surveying and Construction BSc (Hons) | bachelor | Arquitectura | 3 yrs full-time | K242 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/quantity-surveying-and-construction-bsc-degree/quantity-surveying-and-construction-bsc-degree.aspx
De Montfort University | Retail Design BA (Hons) Online (Apply direct with National Design Academy) (Online) | bachelor | Diseño | no indicada | - | https://www.dmu.ac.uk/study/courses/undergraduate-courses/partners/retail-design-ba-hons-online.aspx
De Montfort University | Retail Design BA (Hons) Top-Up Online (Apply direct with National Design Academy) (Online) | bachelor | Diseño | no indicada | - | https://www.dmu.ac.uk/study/courses/undergraduate-courses/partners/retail-design-ba-hons-top-up-online.aspx
De Montfort University | Social Research (Health) MSc | maestria | Ciencias Sociales | One year full-time or two years part-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/social-research-health-msc/social-research-health-msc.aspx
De Montfort University | Social Work BA (Hons) | bachelor | Ciencias Sociales | 3 yrs full-time | L502 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/social-work-ba-hons-degree/social-work-ba-hons.aspx
De Montfort University | Social Work MA | maestria | Ciencias Sociales | Two years full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/social-work-ma/social-work-ma.aspx
De Montfort University | Software Engineering BSc (Hons) | bachelor | Tecnología | 3 yrs full-time | G600 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/software-engineering-bsc-degree/software-engineering-bsc-degree.aspx
De Montfort University | Software Engineering MSc/PG Dip/PG Cert | maestria | Tecnología | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/software-engineering/software-engineering-msc-degree.aspx
De Montfort University | Speech and Language Therapy BSc (Hons) | bachelor | Salud | 3 yrs full-time | B621 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/speech-and-language-therapy-bsc-hons-degree/speech-and-language-therapy-bsc-hons.aspx
De Montfort University | Sport Management MSc | maestria | Deporte | September: One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/sport-management-msc/sport-management-msc.aspx
De Montfort University | Sport Management PG Dip/PG Cert | posgrado | Deporte | PG Cert full-time: two consecutive terms (autumn and spring term, in either order) | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/sport-management/sport-management-pg.aspx
De Montfort University | Sports History and Culture MA (Online) | maestria | Deporte | One year full-time. Two years part-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/sports-history-and-culture-ma-degree/sports-history-and-culture-ma-degree.aspx
De Montfort University | Sustainable Textile Technologies MSc | maestria | Moda | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/sustainable-textile-technologies-degree/sustainable-textile-technologies-degree.aspx
De Montfort University | Textile Design BA (Hons) | bachelor | Moda | 3 yrs full-time | W231 | https://www.dmu.ac.uk/study/courses/undergraduate-courses/textile-design-ba-degree/textile-design-ba-degree.aspx
De Montfort University | Tourism and Events Management FdA (Apply direct with Leicester College) | pregrado | Negocios | 2 years | - | https://www.dmu.ac.uk/study/courses/undergraduate-courses/tourism-and-events-management-fda/tourism-and-events-management.aspx
De Montfort University | Visual Effects and Virtual Production MSc | maestria | Medios y Comunicación | One year full-time | - | https://www.dmu.ac.uk/study/courses/postgraduate-courses/visual-effects-and-virtual-production/visual-effects-and-virtual-production-msc.aspx
De Montfort University | Year Zero Lab Sciences (Integrated with Biomedical Sciences) | bachelor | Ciencias | 4 yrs full-time | BLS2 | https://www.dmu.ac.uk/study/courses/foundation-courses/ls-biomedical-science/laboratory-sciences-biomedical-science.aspx
De Montfort University | Year Zero Lab Sciences (Integrated with Medical Science B Med Sci) | bachelor | Salud | 4 yrs full-time | BLS4 | https://www.dmu.ac.uk/study/courses/foundation-courses/ls-biomedical-b-med/laboratory-sciences-b-med-science.aspx
De Montfort University | Year Zero Lab Sciences (Integrated with Pharmaceutical and Cosmetic Sciences BSc) | bachelor | Farmacia | 4 yrs full-time | BLS6 | https://www.dmu.ac.uk/study/courses/foundation-courses/ls-pharmaceutical-cosmetic/laboratory-sciences-pharmaceutical-cosmetic-science.aspx
De Montfort University | Year Zero Laboratory Sciences (integrated with Forensic Science BSc) | bachelor | Ciencias | 4 yrs full-time | BLS3 | https://www.dmu.ac.uk/study/courses/foundation-courses/ls-forensic-science/laboratory-sciences-forensic-science.aspx

# --- Capilano University - www.capilanou.ca - North Vancouver, Canada ---
# Filtrado con el campo notForInternational del JSON oficial de /international-program-availability-status/. Excluidos 15 no-international + 10 Minors + 4 restringidos a estudiantes indigenas. Ver NOTAS.
Capilano University | 2D Animation & Visual Development Diploma | diplomado | Cine y Audiovisuales | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/2d-animation--visual-development-diploma/
Capilano University | 3D Animation for Film and Games Diploma | diplomado | Cine y Audiovisuales | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/3d-animation-for-film-and-games-diploma/
Capilano University | 3D Animation, Modeling & Effects for Film & Games Diploma | diplomado | Cine y Audiovisuales | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/3d-animation-modeling--effects-for-film---games-diploma/
Capilano University | Acting for Stage and Screen Certificate | curso_corto | Artes Escénicas | 1 año | - | https://www.capilanou.ca/programs--courses/program-profiles/acting-for-stage-and-screen-certificate/
Capilano University | Acting for Stage and Screen Diploma | diplomado | Artes Escénicas | 3 años | - | https://www.capilanou.ca/programs--courses/program-profiles/acting-for-stage-and-screen-diploma/
Capilano University | Advanced Arts & Entertainment Management Certificate | curso_corto | Gestión Cultural | 12 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/advanced-arts--entertainment-management-certificate/
Capilano University | Arts and Entertainment Management Diploma | diplomado | Gestión Cultural | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/arts-and-entertainment-management-diploma/
Capilano University | Associate of Arts Degree - Creative Writing | pregrado | Letras e Idiomas | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/associate-of-arts-degree---creative-writing/
Capilano University | Associate of Arts Degree - English | pregrado | Letras e Idiomas | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/associate-of-arts-degree---english/
Capilano University | Associate of Arts Degree - Psychology | pregrado | Psicología | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/associate-of-arts-degree---psychology/
Capilano University | Associate of Arts Degree | pregrado | Artes y Humanidades | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/associate-of-arts-degree/
Capilano University | Associate of Science Degree - Biology | pregrado | Ciencias | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/associate-of-science-degree---biology/
Capilano University | Associate of Science Degree | pregrado | Ciencias | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/associate-of-science-degree/
Capilano University | Bachelor of Arts (Honours) with a Major in Psychology | bachelor | Psicología | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-arts-honours-with-a-major-in-psychology/
Capilano University | Bachelor of Arts Degree - Applied Behaviour Analysis (Autism) | bachelor | Psicología | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-arts-degree---applied-behaviour-analysis-autism/
Capilano University | Bachelor of Arts with a Major in Interdisciplinary Studies | bachelor | Estudios Interdisciplinarios | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-arts-with-a-major-in-interdisciplinary-studies/
Capilano University | Bachelor of Arts with a Major in Psychology | bachelor | Psicología | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-arts-with-a-major-in-psychology/
Capilano University | Bachelor of Arts with a Major in Writing and Literature | bachelor | Letras e Idiomas | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-arts-with-a-major-in-writing-and-literature/
Capilano University | Bachelor of Business Administration Degree | bachelor | Negocios | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-business-administration-degree/
Capilano University | Bachelor of Communication Studies | bachelor | Comunicación | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-communication-studies-degree/
Capilano University | Bachelor of Design in Visual Communication | bachelor | Diseño | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-design-in-visual-communication/
Capilano University | Bachelor of Early Childhood Care and Education Degree | bachelor | Educación | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-early-childhood-care-and-education-degree/
Capilano University | Bachelor of Environment and Society (Environmental Sciences) | bachelor | Ciencias Ambientales | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-environment-and-society-environmental-sciences/
Capilano University | Bachelor of Environment and Society (Environmental Studies) | bachelor | Ciencias Ambientales | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-environment-and-society-environmental-studies/
Capilano University | Bachelor of Kinesiology | bachelor | Deporte | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-kinesiology/
Capilano University | Bachelor of Legal Studies (Paralegal) Degree | bachelor | Derecho | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-legal-studies-paralegal-degree/
Capilano University | Bachelor of Motion Picture Arts Degree | bachelor | Cine y Audiovisuales | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-motion-picture-arts-degree/
Capilano University | Bachelor of Music Therapy Degree | bachelor | Salud | 4.5 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-music-therapy-degree/
Capilano University | Bachelor of Music in Jazz Studies - Education | bachelor | Música | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-music-in-jazz-studies---education/
Capilano University | Bachelor of Music in Jazz Studies - Performance/Composition | bachelor | Música | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-music-in-jazz-studies---performancecomposition/
Capilano University | Bachelor of Science - General | bachelor | Ciencias | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-science---general/
Capilano University | Bachelor of Tourism Management Degree | bachelor | Turismo y Hospitalidad | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/bachelor-of-tourism-management-degree/
Capilano University | Bookkeeping Certificate | curso_corto | Negocios | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/bookkeeping-certificate/
Capilano University | Business Administration Certificate | curso_corto | Negocios | 1 año | - | https://www.capilanou.ca/programs--courses/program-profiles/business-administration-certificate/
Capilano University | Business Administration Diploma | diplomado | Negocios | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/business-administration-diploma/
Capilano University | Business Administration Pathway | curso_corto | Negocios | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/business-administration-pathway/
Capilano University | Certificate in Contract Law | curso_corto | Derecho | 4 años | - | https://www.capilanou.ca/programs--courses/program-profiles/certificate-in-contract-law/
Capilano University | Certificate in Local Government Administration (Advanced) | curso_corto | Administración Pública | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/certificate-in-local-government-administration-advanced/
Capilano University | Citation in Contract Law | curso_corto | Derecho | 16 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/citation-in-contract-law/
Capilano University | Communication Studies Diploma | diplomado | Comunicación | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/communication-studies-diploma/
Capilano University | Communication for Professionals Certificate | curso_corto | Negocios | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/communication-for-professionals-certificate/
Capilano University | Community Capacity Building Citation | curso_corto | Ciencias Sociales | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/community-capacity-building-citation/
Capilano University | Community Leadership and Social Change Diploma | diplomado | Ciencias Sociales | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/community-leadership-and-social-change-diploma/
Capilano University | Computing Systems Certificate | curso_corto | Tecnología | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/computing-systems-certificate/
